isBot,submitter,statistics_type,previousWorkflowStep,type,uid,owningItem,scopeType,sortBy,id,owningComm,owner,scopeId,workflowItemId,ip,query,dns,workflowStep,userAgent,actor,referrer,rpp,_version_,sortOrder,bundleName,time,page,epersonid,owningColl
false,,view,,0,d9d3e1cb-cb88-4823-840c-34aea057f71f,256315f1-5518-40b3-bd65-d35c63d53058,,,5806e59b-5160-4a07-8b17-dbca7f9c973f,"b3f11a6d-e7e4-4706-b217-02731d95013e,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/1281,,1720742613489811457,,THUMBNAIL,2021-10-07T13:41:54.912Z,,,ee8df4ec-dd62-42b4-a972-2cbb46871f89
false,,view,,0,6db3b30f-6fb3-4edc-a671-ccb37dea5a0c,3250d3f4-57f7-40c6-a16d-0e65800ac001,,,8f1840e3-9aad-49ea-817e-95c29a80ae7f,"72778ee9-194c-46d9-b6cb-1f514f068f5a,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://www.google.com/,,1720742613489811458,,ORIGINAL,2021-10-07T13:41:55.502Z,,,a6ec3487-61d1-4f84-8e12-419284c94c66
false,,view,,0,b4def5ea-8584-4883-b114-4c63c482eed4,d8e5aeb2-bfc1-47a9-9963-76c417cc25e0,,,9267058c-53c9-4595-a244-90ddc0dc11f8,"c82e6e10-9f4d-4d20-ac11-b5b8c5075dc9,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://www.google.com/,,1720742613489811459,,ORIGINAL,2021-10-07T13:41:57.955Z,,,b9d8ddaf-92e4-4605-9ca0-ec3fda98a6c4
false,,view,,2,676aa434-2b6c-4fee-b073-35c282df5a43,,,,15ca9bae-be02-444d-8da1-fde653186052,"c82e6e10-9f4d-4d20-ac11-b5b8c5075dc9,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://www.google.com/,,1720742613489811460,,,2021-10-07T13:41:58.917Z,,,b9d8ddaf-92e4-4605-9ca0-ec3fda98a6c4
false,,view,,0,497f5cb5-77b6-4bac-84dc-b2bc574c1e68,256315f1-5518-40b3-bd65-d35c63d53058,,,ef5dc2ab-3ddc-420d-acb2-9a459c508a81,"b3f11a6d-e7e4-4706-b217-02731d95013e,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/1281,,1720742613489811461,,ORIGINAL,2021-10-07T13:42:03.433Z,,,ee8df4ec-dd62-42b4-a972-2cbb46871f89
false,,view,,0,617841a7-d4f1-4009-abce-8ffde857981b,1ff88e3e-f8a5-48b5-9d3a-14cbc688ca7b,,,ec8cf46c-d7d7-43e6-8bcd-f79a24924678,"911b5033-fbee-4188-b1f8-48760405c3f4,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://www.google.com/,,1720742613489811462,,ORIGINAL,2021-10-07T13:42:04.126Z,,,ef60454d-8c74-4704-9ff6-6bcf04eb2738
false,,view,,0,ec47b95e-61de-461e-b314-00431d629cbb,62abf206-356d-46ef-80cc-e3a67682d1b4,,,94bbbafc-858c-4227-90a2-064692972153,"e13fbb29-68ac-4af1-b48d-b0c544fa9e74,4781b956-4051-4cc6-9e62-0e70ae0398f2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",,,,1720742613489811463,,ORIGINAL,2021-10-07T13:42:04.975Z,,,68ef8ca4-fafb-4ca2-b88f-1d1d9ead9de0
false,,view,,0,74723117-5d84-4689-b9c9-aa996f2cf3a4,15ca9bae-be02-444d-8da1-fde653186052,,,63961dbb-4ce3-4dae-82bd-e3d960df8c43,"c82e6e10-9f4d-4d20-ac11-b5b8c5075dc9,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/20008,,1720742613489811464,,THUMBNAIL,2021-10-07T13:42:07.019Z,,,b9d8ddaf-92e4-4605-9ca0-ec3fda98a6c4
false,,view,,2,e230cba7-57e1-4526-b752-b98d9b1c305b,,,,52602e4b-10c0-4631-9077-c1dda99ddbc1,"ccac3cf8-9a7b-4a79-828f-4bad717f43de,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://www.google.com/,,1720742613489811465,,,2021-10-07T13:42:12.371Z,,,78e184f3-9d89-4bd5-ae90-083326108840
false,,view,,0,bf9ec21f-40a4-4c8d-85a2-842d4abdbd16,9bd13e67-a1cc-4205-a581-595345ec613e,,,3b7fa9fc-49e7-4baf-9895-6217ad23490b,"b3f11a6d-e7e4-4706-b217-02731d95013e,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",,https://www.google.com/,,1720742613489811466,,ORIGINAL,2021-10-07T13:42:12.974Z,,,3355b4f4-ede0-450d-ae0b-5af46588dac9
